0.000000000000000000e+00,2.157687783429401429e-01
1.000000000000000021e-03,2.157687783429401429e-01
2.000000000000000042e-03,2.157687783429401429e-01
3.000000000000000062e-03,2.157687783429401429e-01
4.000000000000000083e-03,2.149537048627182256e-01
5.000000000000000104e-03,2.144896689116382316e-01
6.000000000000000125e-03,2.141165641668433262e-01
7.000000000000000146e-03,2.146622308705448956e-01
8.000000000000000167e-03,2.155727524558333774e-01
8.999999999999999320e-03,2.159278441749925004e-01
1.000000000000000021e-02,2.168019929667751033e-01
1.099999999999999936e-02,2.176088979274931889e-01
1.200000000000000025e-02,2.166185157665530825e-01
1.299999999999999940e-02,2.162328841820820025e-01
1.400000000000000029e-02,2.141249169334006053e-01
1.499999999999999944e-02,2.138898731228350836e-01
1.600000000000000033e-02,2.111242870152532924e-01
1.700000000000000122e-02,2.098704763973583687e-01
1.799999999999999864e-02,2.091570774155917523e-01
1.899999999999999953e-02,2.074316528017525196e-01
2.000000000000000042e-02,2.053366785304586439e-01
2.100000000000000130e-02,2.028581656056698823e-01
2.199999999999999872e-02,2.016119524361049964e-01
2.299999999999999961e-02,1.992537882642749780e-01
2.400000000000000050e-02,1.977855583988174237e-01
2.500000000000000139e-02,1.972779635774142837e-01
2.599999999999999881e-02,1.943819251527599268e-01
2.699999999999999969e-02,1.920163541023698905e-01
2.800000000000000058e-02,1.934928010212429716e-01
2.900000000000000147e-02,1.891396786122630791e-01
2.999999999999999889e-02,1.881449687546036253e-01
3.099999999999999978e-02,1.865731068891536837e-01
3.200000000000000067e-02,1.844275908314713941e-01
3.300000000000000155e-02,1.840576707441077264e-01
3.400000000000000244e-02,1.813471112724838463e-01
3.500000000000000333e-02,1.819168870390679982e-01
3.599999999999999728e-02,1.813525988872506933e-01
3.699999999999999817e-02,1.774155326250885512e-01
3.799999999999999906e-02,1.756940944805487625e-01
3.899999999999999994e-02,1.755152857534514055e-01
4.000000000000000083e-02,1.761531820399440118e-01
4.100000000000000172e-02,1.725766023395686743e-01
4.200000000000000261e-02,1.714672654463190171e-01
4.299999999999999656e-02,1.692067581231383178e-01
4.399999999999999745e-02,1.707238040820545921e-01
4.499999999999999833e-02,1.664888857252196097e-01
4.599999999999999922e-02,1.683190262174259488e-01
4.700000000000000011e-02,1.642998508925168910e-01
4.800000000000000100e-02,1.662790382307690051e-01
4.900000000000000189e-02,1.621845462701717311e-01
5.000000000000000278e-02,1.624391697438486437e-01
5.099999999999999672e-02,1.604774259308525963e-01
5.199999999999999761e-02,1.581037683670601934e-01
5.299999999999999850e-02,1.606751213841518533e-01
5.399999999999999939e-02,1.599021232311355623e-01
5.500000000000000028e-02,1.569600937585789169e-01
5.600000000000000117e-02,1.561519229472758397e-01
5.700000000000000205e-02,1.549996320453937149e-01
5.800000000000000294e-02,1.527037332467807984e-01
5.899999999999999689e-02,1.538393536740804701e-01
5.999999999999999778e-02,1.525957306251351231e-01
6.099999999999999867e-02,1.498972124389529037e-01
6.199999999999999956e-02,1.499966081158638498e-01
6.300000000000000044e-02,1.520097225587534739e-01
6.400000000000000133e-02,1.499381846538856700e-01
6.500000000000000222e-02,1.468417525547361102e-01
6.600000000000000311e-02,1.464654971645235892e-01
6.700000000000000400e-02,1.471951962572017880e-01
6.800000000000000488e-02,1.474628960545882883e-01
6.900000000000000577e-02,1.440814302020635707e-01
7.000000000000000666e-02,1.435759419413081828e-01
7.099999999999999367e-02,1.429670598197960163e-01
7.199999999999999456e-02,1.439309953352731763e-01
7.299999999999999545e-02,1.436512338262866950e-01
7.399999999999999634e-02,1.415615908013223567e-01
7.499999999999999722e-02,1.396311783604873846e-01
7.599999999999999811e-02,1.393944156765159759e-01
7.699999999999999900e-02,1.411449347593145831e-01
7.799999999999999989e-02,1.417703667713527127e-01
7.900000000000000078e-02,1.399247945496029100e-01
8.000000000000000167e-02,1.367332012917411022e-01
8.100000000000000255e-02,1.368940694758023768e-01
8.200000000000000344e-02,1.346688934501021895e-01
8.300000000000000433e-02,1.344687118101921819e-01
8.400000000000000522e-02,1.371838645009511026e-01
8.500000000000000611e-02,1.374649469885897424e-01
8.599999999999999312e-02,1.353955148435274369e-01
8.699999999999999400e-02,1.326366430396078711e-01
8.799999999999999489e-02,1.329415550989440920e-01
8.899999999999999578e-02,1.324644439281974784e-01
8.999999999999999667e-02,1.324044271177621523e-01
9.099999999999999756e-02,1.331137232763210665e-01
9.199999999999999845e-02,1.333345631634469675e-01
9.299999999999999933e-02,1.339942715353912850e-01
9.400000000000000022e-02,1.313317069271895121e-01
9.500000000000000111e-02,1.315454905433285637e-01
9.600000000000000200e-02,1.289467589468595576e-01
9.700000000000000289e-02,1.282517347543691288e-01
9.800000000000000377e-02,1.277225673806628992e-01
9.900000000000000466e-02,1.279131160110071053e-01
1.000000000000000056e-01,1.296630078932693719e-01
1.010000000000000064e-01,1.292372212831174594e-01
1.019999999999999934e-01,1.300216807582940948e-01
1.029999999999999943e-01,1.295935654202991227e-01
1.039999999999999952e-01,1.279289612193297843e-01
1.049999999999999961e-01,1.282223028807584764e-01
1.059999999999999970e-01,1.255325305562856042e-01
1.069999999999999979e-01,1.251684614888751157e-01
1.079999999999999988e-01,1.239055609196859503e-01
1.089999999999999997e-01,1.246041718942557525e-01
1.100000000000000006e-01,1.245840807270654493e-01
1.110000000000000014e-01,1.247585535145292329e-01
1.120000000000000023e-01,1.260138472444400914e-01
1.130000000000000032e-01,1.263379612072983160e-01
1.140000000000000041e-01,1.272449420154981026e-01
1.150000000000000050e-01,1.271475762757559025e-01
1.160000000000000059e-01,1.250645328625425157e-01
1.170000000000000068e-01,1.251245046487751422e-01
1.179999999999999938e-01,1.215385341889942822e-01
1.189999999999999947e-01,1.213274243755217419e-01
1.199999999999999956e-01,1.213128133678849085e-01
1.209999999999999964e-01,1.215266354220621708e-01
1.219999999999999973e-01,1.215233605340284989e-01
1.229999999999999982e-01,1.210487375874147037e-01
1.239999999999999991e-01,1.214339998156871436e-01
1.250000000000000000e-01,1.240878723371312831e-01
1.260000000000000009e-01,1.238571383539389392e-01
1.270000000000000018e-01,1.234234382929902812e-01
1.280000000000000027e-01,1.235644588578032610e-01
1.290000000000000036e-01,1.243283993792060477e-01
1.300000000000000044e-01,1.240895647979397276e-01
1.310000000000000053e-01,1.211613954966217765e-01
1.320000000000000062e-01,1.206400585452148538e-01
1.330000000000000071e-01,1.212265184753723718e-01
1.340000000000000080e-01,1.186674612434836518e-01
1.350000000000000089e-01,1.185690751856918329e-01
1.360000000000000098e-01,1.190227532957499751e-01
1.370000000000000107e-01,1.184514261094384985e-01
1.380000000000000115e-01,1.181486946637295837e-01
1.390000000000000124e-01,1.185315316784871370e-01
