method,run,overlap,time
ASSWDETECT_DOUBLE,8,0.0,250.00261776099796
ASSWDETECT_DOUBLE,9,0.0,250.30731376199765
ASSWDETECT_DOUBLE,10,0.0,250.1542917600018
ASSWDETECT_DOUBLE,11,0.0,249.85154118399805
ASSWDETECT_DOUBLE,12,0.0,250.06392562400288
ASSWDETECT_DOUBLE,13,0.0,250.23260950699841
ASSWDETECT_DOUBLE,14,0.0,248.80834179099838
ASSWDETECT_DOUBLE,15,0.0,248.89586424700246
ASSWDETECT_DOUBLE,16,0.0,248.93838566699924
ASSWDETECT_DOUBLE,17,0.0,249.04352784799994
ASSWDETECT_DOUBLE,18,0.0,249.18093514499924
ASSWDETECT_DOUBLE,19,0.0,249.01011025500338
ASSWDETECT_DOUBLE,20,0.0,248.80877237000095
ASSWDETECT,1,0.1,133.1199128420012
ASSWDETECT,2,0.1,133.2753752259996
ASSWDETECT,3,0.1,133.40282855600162
ASSWDETECT,4,0.1,133.4250394490009
ASSWDETECT,5,0.1,133.2202333890018
ASSWDETECT,6,0.1,133.40425574300025
ASSWDETECT,7,0.1,133.36846045300263
ASSWDETECT,8,0.1,133.47308312699897
ASSWDETECT,9,0.1,133.52409135799826
ASSWDETECT,10,0.1,133.19348868000088
ASSWDETECT,11,0.1,133.37325021299694
ASSWDETECT,12,0.1,133.06625312400138
ASSWDETECT,13,0.1,133.24838586500118
ASSWDETECT,14,0.1,133.16067387599833
ASSWDETECT,15,0.1,133.00828886799718
ASSWDETECT,16,0.1,133.1590937760011
ASSWDETECT,17,0.1,133.2592473299992
ASSWDETECT,18,0.1,133.17933963199903
ASSWDETECT,19,0.1,133.48008885699892
ASSWDETECT,20,0.1,133.0793327600004
ASSWDETECT_DOUBLE,1,0.1,264.3522434160004
ASSWDETECT_DOUBLE,2,0.1,263.78508789699845
ASSWDETECT_DOUBLE,3,0.1,263.765436529
ASSWDETECT_DOUBLE,4,0.1,264.0344858239987
ASSWDETECT_DOUBLE,5,0.1,263.8878853799979
ASSWDETECT_DOUBLE,6,0.1,263.925135143003
ASSWDETECT_DOUBLE,7,0.1,263.9468453570007
ASSWDETECT_DOUBLE,8,0.1,263.7718374110009
ASSWDETECT_DOUBLE,9,0.1,263.85952757199993
ASSWDETECT_DOUBLE,10,0.1,263.93768141599867
ASSWDETECT_DOUBLE,11,0.1,264.1230117800005
ASSWDETECT_DOUBLE,12,0.1,264.5607517640019
ASSWDETECT_DOUBLE,13,0.1,263.88591765199817
ASSWDETECT_DOUBLE,14,0.1,264.28272037499846
ASSWDETECT_DOUBLE,15,0.1,263.9385015400003
ASSWDETECT_DOUBLE,16,0.1,264.5721473720005
ASSWDETECT_DOUBLE,17,0.1,264.0983023020017
ASSWDETECT_DOUBLE,18,0.1,263.921211865003
ASSWDETECT_DOUBLE,19,0.1,264.01101917599954
ASSWDETECT_DOUBLE,20,0.1,263.86822075300006
ASSWDETECT,1,0.2,149.40780073099813
ASSWDETECT,2,0.2,149.50823266700172
ASSWDETECT,3,0.2,149.53778777500338
ASSWDETECT,4,0.2,149.45991018899804
ASSWDETECT,5,0.2,149.46908115599945
ASSWDETECT,6,0.2,149.49771035899903
ASSWDETECT,7,0.2,149.6070209520003
ASSWDETECT,8,0.2,149.97051719399678
ASSWDETECT,9,0.2,149.3449940319988
ASSWDETECT,10,0.2,149.3073592289984
ASSWDETECT,11,0.2,149.3717376780005
ASSWDETECT,12,0.2,149.78713315999994
ASSWDETECT,13,0.2,149.55921547400067
ASSWDETECT,14,0.2,149.45264037999732
ASSWDETECT,15,0.2,149.73596306000036
ASSWDETECT,16,0.2,149.67791708799996
ASSWDETECT,17,0.2,149.86012422800195
ASSWDETECT,18,0.2,149.3999768930007
ASSWDETECT,19,0.2,149.60754209099832
ASSWDETECT,20,0.2,149.726493922004
ASSWDETECT_DOUBLE,1,0.2,296.4575084300013
ASSWDETECT_DOUBLE,2,0.2,296.36627487500664
ASSWDETECT_DOUBLE,3,0.2,296.5654839199997
ASSWDETECT_DOUBLE,4,0.2,295.9229255620012
ASSWDETECT_DOUBLE,5,0.2,296.26725662699755
ASSWDETECT_DOUBLE,6,0.2,296.01930442400044
ASSWDETECT_DOUBLE,7,0.2,295.9932219849943
ASSWDETECT_DOUBLE,8,0.2,295.7865465310024
ASSWDETECT_DOUBLE,9,0.2,296.45611883999663
ASSWDETECT_DOUBLE,10,0.2,296.2347873680046
ASSWDETECT_DOUBLE,11,0.2,296.4652471299996
ASSWDETECT_DOUBLE,12,0.2,296.2148306970048
ASSWDETECT_DOUBLE,13,0.2,295.9968689430025
ASSWDETECT_DOUBLE,14,0.2,296.30970207000064
ASSWDETECT_DOUBLE,15,0.2,296.24337675100105
ASSWDETECT_DOUBLE,16,0.2,296.0844799569968
ASSWDETECT_DOUBLE,17,0.2,296.39219144800154
ASSWDETECT_DOUBLE,18,0.2,296.3885101429987
ASSWDETECT_DOUBLE,19,0.2,296.55636322100327
ASSWDETECT_DOUBLE,20,0.2,296.5335129629966
ASSWDETECT,1,0.3,167.2683202729968
ASSWDETECT,2,0.3,167.61974368799565
ASSWDETECT,3,0.3,167.48461329000565
ASSWDETECT,4,0.3,167.53131815500092
ASSWDETECT,5,0.3,167.2944550079992
ASSWDETECT,6,0.3,167.6288193779983
ASSWDETECT,7,0.3,167.51422292699863
ASSWDETECT,8,0.3,167.34768620400428
ASSWDETECT,9,0.3,167.46774135700252
ASSWDETECT,10,0.3,167.51585336399876
ASSWDETECT,11,0.3,167.3238680409995
ASSWDETECT,12,0.3,167.2866592490027
ASSWDETECT,13,0.3,167.3026648849991
ASSWDETECT,14,0.3,167.31995373999962
ASSWDETECT,15,0.3,167.619666529994
ASSWDETECT,16,0.3,167.19219039200107
ASSWDETECT,17,0.3,167.3561536470006
ASSWDETECT,18,0.3,167.62934192800458
ASSWDETECT,19,0.3,167.32452047499828
ASSWDETECT,20,0.3,167.14315228600026
ASSWDETECT_DOUBLE,1,0.3,331.68176514200604
ASSWDETECT_DOUBLE,2,0.3,331.55706638599804
ASSWDETECT_DOUBLE,3,0.3,332.448172987999
ASSWDETECT_DOUBLE,4,0.3,331.6247312070045
ASSWDETECT_DOUBLE,5,0.3,331.85397971099883
ASSWDETECT_DOUBLE,6,0.3,331.931498594
ASSWDETECT_DOUBLE,7,0.3,331.5360885390037
ASSWDETECT_DOUBLE,8,0.3,331.743450021997
ASSWDETECT_DOUBLE,9,0.3,331.6218122909995
ASSWDETECT_DOUBLE,10,0.3,330.92331600299804
ASSWDETECT_DOUBLE,11,0.3,330.99495112599834
ASSWDETECT_DOUBLE,12,0.3,331.750667332999
ASSWDETECT_DOUBLE,13,0.3,331.5608178670009
ASSWDETECT_DOUBLE,14,0.3,331.1545907960026
ASSWDETECT_DOUBLE,15,0.3,331.6870825799997
ASSWDETECT_DOUBLE,16,0.3,331.4887319280024
ASSWDETECT_DOUBLE,17,0.3,331.94561242599593
ASSWDETECT_DOUBLE,18,0.3,332.1473106449994
ASSWDETECT_DOUBLE,19,0.3,331.3146567820004
ASSWDETECT_DOUBLE,20,0.3,332.2697045129971
ASSWDETECT,1,0.4,192.94114398599777
ASSWDETECT,2,0.4,192.92285271699802
ASSWDETECT,3,0.4,192.86962361900078
ASSWDETECT,4,0.4,192.98797085700062
ASSWDETECT,5,0.4,193.24678019100247
ASSWDETECT,6,0.4,192.78690033900057
ASSWDETECT,7,0.4,193.39929567399668
ASSWDETECT,8,0.4,192.74027316200227
ASSWDETECT,9,0.4,192.91427706499962
ASSWDETECT,10,0.4,192.99726903899864
ASSWDETECT,11,0.4,192.99099815200316
ASSWDETECT,12,0.4,193.03195351600152
ASSWDETECT,13,0.4,192.94836493700132
ASSWDETECT,14,0.4,192.7926965250008
ASSWDETECT,15,0.4,193.10960714500106
ASSWDETECT,16,0.4,192.79519777899986
ASSWDETECT,17,0.4,192.78710674300237
ASSWDETECT,18,0.4,193.12494426500052
ASSWDETECT,19,0.4,192.72472543500044
ASSWDETECT,20,0.4,193.1892742639975
ASSWDETECT_DOUBLE,1,0.4,382.43065466199914
ASSWDETECT_DOUBLE,2,0.4,382.34375563100184
ASSWDETECT_DOUBLE,3,0.4,382.09425561399985
ASSWDETECT_DOUBLE,4,0.4,382.1885877839959
ASSWDETECT_DOUBLE,5,0.4,382.61913836500025
ASSWDETECT_DOUBLE,6,0.4,382.83281431400246
ASSWDETECT_DOUBLE,7,0.4,382.2533448760005
ASSWDETECT_DOUBLE,8,0.4,382.2856355240001
ASSWDETECT_DOUBLE,9,0.4,382.86925122600223
ASSWDETECT_DOUBLE,10,0.4,382.771219669994
ASSWDETECT_DOUBLE,11,0.4,382.9531055070038
ASSWDETECT_DOUBLE,12,0.4,382.9957833770022
ASSWDETECT_DOUBLE,13,0.4,382.27614018900204
ASSWDETECT_DOUBLE,14,0.4,382.52003493699885
ASSWDETECT_DOUBLE,15,0.4,383.00919047500065
ASSWDETECT_DOUBLE,16,0.4,382.8052559870048
ASSWDETECT_DOUBLE,17,0.4,382.5811078080005
ASSWDETECT_DOUBLE,18,0.4,382.5940903380033
ASSWDETECT_DOUBLE,19,0.4,382.2429712209996
ASSWDETECT_DOUBLE,20,0.4,382.869274607001
ASSWDETECT,1,0.5,230.02871912500268
ASSWDETECT,2,0.5,230.58517963399936
ASSWDETECT,3,0.5,230.27107068300393
ASSWDETECT,4,0.5,230.09753101900424
ASSWDETECT,5,0.5,230.2525118420017
ASSWDETECT,6,0.5,230.3606652160015
ASSWDETECT,7,0.5,230.14623225499963
ASSWDETECT,8,0.5,230.49726662899775
ASSWDETECT,9,0.5,230.30054974799714
ASSWDETECT,10,0.5,230.32988612500048
ASSWDETECT,11,0.5,230.49063440499594
ASSWDETECT,12,0.5,230.51875034200202
ASSWDETECT,13,0.5,230.20729640599893
ASSWDETECT,14,0.5,230.22038027999952
ASSWDETECT,15,0.5,230.36109819500416
ASSWDETECT,16,0.5,230.48925720198895
ASSWDETECT,17,0.5,230.331234821002
ASSWDETECT,18,0.5,230.3267021979991
ASSWDETECT,19,0.5,230.34975841500273
ASSWDETECT,20,0.5,230.54634164299932
ASSWDETECT_DOUBLE,1,0.5,456.2675449219969
ASSWDETECT_DOUBLE,2,0.5,455.91658857199945
ASSWDETECT_DOUBLE,3,0.5,456.38173336099135
ASSWDETECT_DOUBLE,4,0.5,456.3771677689947
ASSWDETECT_DOUBLE,5,0.5,456.58580667700153
ASSWDETECT_DOUBLE,6,0.5,456.75121415300237
ASSWDETECT_DOUBLE,7,0.5,456.5735602610075
ASSWDETECT_DOUBLE,8,0.5,457.1262714249897
ASSWDETECT_DOUBLE,9,0.5,456.36977012500574
ASSWDETECT_DOUBLE,10,0.5,456.56270041399694
ASSWDETECT_DOUBLE,11,0.5,457.0328620020009
ASSWDETECT_DOUBLE,12,0.5,456.49320141400676
ASSWDETECT_DOUBLE,13,0.5,456.89049217599677
ASSWDETECT_DOUBLE,14,0.5,456.89249604500947
ASSWDETECT_DOUBLE,15,0.5,456.79553271799523
ASSWDETECT_DOUBLE,16,0.5,456.26905753200117
ASSWDETECT_DOUBLE,17,0.5,456.83978621799906
ASSWDETECT_DOUBLE,18,0.5,457.171861861003
ASSWDETECT_DOUBLE,19,0.5,456.8190468440007
ASSWDETECT_DOUBLE,20,0.5,457.5259658139985
ASSWDETECT,1,0.6,279.80219831601426
ASSWDETECT,2,0.6,280.05833988200175
ASSWDETECT,3,0.6,279.3987470550055
ASSWDETECT,4,0.6,279.31604558099934
ASSWDETECT,5,0.6,280.00975160699454
ASSWDETECT,6,0.6,279.50204772601137
ASSWDETECT,7,0.6,279.60471231299744
ASSWDETECT,8,0.6,279.5078369910043
ASSWDETECT,9,0.6,279.8333997699956
ASSWDETECT,10,0.6,279.9035606499965
ASSWDETECT,11,0.6,279.64013780199457
ASSWDETECT,12,0.6,279.6173479660065
ASSWDETECT,13,0.6,279.5306138760061
ASSWDETECT,14,0.6,279.35632064200763
ASSWDETECT,15,0.6,279.5625206750119
ASSWDETECT,16,0.6,279.8000978199998
ASSWDETECT,17,0.6,279.51272193899786
ASSWDETECT,18,0.6,279.6288395070005
ASSWDETECT,19,0.6,279.5980361839902
ASSWDETECT,20,0.6,279.66940475099545
ASSWDETECT_DOUBLE,1,0.6,554.4063261870033
ASSWDETECT_DOUBLE,2,0.6,554.4446773700038
ASSWDETECT_DOUBLE,3,0.6,554.4787512360053
ASSWDETECT_DOUBLE,4,0.6,554.5269876129896
ASSWDETECT_DOUBLE,5,0.6,554.793337244002
ASSWDETECT_DOUBLE,6,0.6,554.0943111829984
ASSWDETECT_DOUBLE,7,0.6,554.5153121780022
ASSWDETECT_DOUBLE,8,0.6,554.3271445239952
ASSWDETECT_DOUBLE,9,0.6,554.049095483002
ASSWDETECT_DOUBLE,10,0.6,553.6249625320052
ASSWDETECT_DOUBLE,11,0.6,555.2412713800004
ASSWDETECT_DOUBLE,12,0.6,554.7252079280006
ASSWDETECT_DOUBLE,13,0.6,554.6292225389916
ASSWDETECT_DOUBLE,14,0.6,554.4413712700043
ASSWDETECT_DOUBLE,15,0.6,554.2945621820108
ASSWDETECT_DOUBLE,16,0.6,553.9611181379878
ASSWDETECT_DOUBLE,17,0.6,554.988977519999
ASSWDETECT_DOUBLE,18,0.6,554.7831529219984
ASSWDETECT_DOUBLE,19,0.6,553.9796653270023
ASSWDETECT_DOUBLE,20,0.6,554.9961358569999

