method,run,overlap,time
ASSWDETECT,5,0.6,278.9491169285029
ASSWDETECT,6,0.6,278.789627160877
ASSWDETECT,7,0.6,278.79267167299986
ASSWDETECT,8,0.6,278.7214314751327
ASSWDETECT,9,0.6,278.78292034752667
ASSWDETECT,10,0.6,278.72899731993675
ASSWDETECT_DOUBLE,1,0.6,555.1458354648203
ASSWDETECT_DOUBLE,2,0.6,554.8878850229084
ASSWDETECT_DOUBLE,3,0.6,554.8289308082312
ASSWDETECT_DOUBLE,4,0.6,555.0816381201148
ASSWDETECT_DOUBLE,5,0.6,555.0102778393775
ASSWDETECT_DOUBLE,6,0.6,555.1730696391314
ASSWDETECT_DOUBLE,7,0.6,554.9208652880043
ASSWDETECT_DOUBLE,8,0.6,555.0668844990432
ASSWDETECT_DOUBLE,9,0.6,555.0893610194325
ASSWDETECT_DOUBLE,10,0.6,555.142216598615
ASSWDETECT,1,0.7,356.0879824273288
ASSWDETECT,2,0.7,355.6826305575669
ASSWDETECT,3,0.7,356.1805952042341
ASSWDETECT,4,0.7,355.95017226040363
ASSWDETECT,5,0.7,355.83185617253184
ASSWDETECT,6,0.7,355.68607109598815
ASSWDETECT,7,0.7,356.31417317688465
ASSWDETECT,8,0.7,356.2488417439163
ASSWDETECT,9,0.7,355.8312639966607
ASSWDETECT,10,0.7,356.0083854403347
ASSWDETECT_DOUBLE,1,0.7,710.177905395627
ASSWDETECT_DOUBLE,2,0.7,709.7462737560272
ASSWDETECT_DOUBLE,3,0.7,710.643980961293
ASSWDETECT_DOUBLE,4,0.7,709.664290972054
ASSWDETECT_DOUBLE,5,0.7,710.4927785731852
ASSWDETECT_DOUBLE,6,0.7,709.974392587319
ASSWDETECT_DOUBLE,7,0.7,710.2359386794269
ASSWDETECT_DOUBLE,8,0.7,709.7145083080977
ASSWDETECT_DOUBLE,9,0.7,710.6504065077752
ASSWDETECT_DOUBLE,10,0.7,709.4860023651272
ASSWDETECT,1,0.8,520.7241923157126
ASSWDETECT,2,0.8,520.7008409332484
ASSWDETECT,3,0.8,520.6357505004853
ASSWDETECT,4,0.8,520.1590816639364
ASSWDETECT,5,0.8,520.2053418960422
ASSWDETECT,6,0.8,519.9494687374681
ASSWDETECT,7,0.8,520.1741155218333
ASSWDETECT,8,0.8,520.1920317728072
ASSWDETECT,9,0.8,520.9152749814093
ASSWDETECT,10,0.8,520.5568073354661
ASSWDETECT_DOUBLE,1,0.8,1039.8032398670912
ASSWDETECT_DOUBLE,2,0.8,1039.9383218176663
ASSWDETECT_DOUBLE,3,0.8,1039.267657097429
ASSWDETECT_DOUBLE,4,0.8,1040.4757538102567
ASSWDETECT_DOUBLE,5,0.8,1039.9576938152313
ASSWDETECT_DOUBLE,6,0.8,1038.61110224016
ASSWDETECT_DOUBLE,7,0.8,1039.8455995954573
ASSWDETECT_DOUBLE,8,0.8,1040.3069524187595
ASSWDETECT_DOUBLE,9,0.8,1040.406901570037
ASSWDETECT_DOUBLE,10,0.8,1040.4055118113756
ASSWDETECT,1,0.9,936.8926397673786
ASSWDETECT,2,0.9,936.7341661527753
ASSWDETECT,3,0.9,936.6829221174121
ASSWDETECT,4,0.9,936.2602665387094
ASSWDETECT,5,0.9,937.048741934821
ASSWDETECT,6,0.9,936.3455098997802
ASSWDETECT,7,0.9,937.6385442726314
ASSWDETECT,8,0.9,936.8710939977318
ASSWDETECT,9,0.9,937.5350099131465
ASSWDETECT,10,0.9,936.7843338306993
ASSWDETECT_DOUBLE,1,0.9,1879.2492816951126
ASSWDETECT_DOUBLE,2,0.9,1877.5504307858646
ASSWDETECT_DOUBLE,3,0.9,1878.8246923014522
ASSWDETECT_DOUBLE,4,0.9,1878.6176009215415
ASSWDETECT_DOUBLE,5,0.9,1877.5194349754602
ASSWDETECT_DOUBLE,6,0.9,1878.4554847609252
ASSWDETECT_DOUBLE,7,0.9,1878.5155228991061
ASSWDETECT_DOUBLE,8,0.9,1879.4749009385705
ASSWDETECT_DOUBLE,9,0.9,1879.468213494867
ASSWDETECT_DOUBLE,10,0.9,1879.292823702097
