method,run,overlap,limits,time
ASSWDETECT_DOUBLE,4,0.0,"(15, 15)",4.541977848999522
ASSWDETECT_DOUBLE,5,0.0,"(15, 15)",4.505100755000967
ASSWDETECT_DOUBLE,6,0.0,"(15, 15)",4.537165007999647
ASSWDETECT_DOUBLE,7,0.0,"(15, 15)",4.540180957999837
ASSWDETECT_DOUBLE,8,0.0,"(15, 15)",4.543782810000266
ASSWDETECT_DOUBLE,9,0.0,"(15, 15)",4.51972321500034
ASSWDETECT_DOUBLE,10,0.0,"(15, 15)",4.551586700999906
ASSWDETECT,1,0.0,"(35, 35)",1.2947023020005872
ASSWDETECT,2,0.0,"(35, 35)",1.2953732490004768
ASSWDETECT,3,0.0,"(35, 35)",1.3001040660001308
ASSWDETECT,4,0.0,"(35, 35)",1.296564116000809
ASSWDETECT,5,0.0,"(35, 35)",1.2983914979995461
ASSWDETECT,6,0.0,"(35, 35)",1.298537454000325
ASSWDETECT,7,0.0,"(35, 35)",1.2989267299999483
ASSWDETECT,8,0.0,"(35, 35)",1.2962596230008785
ASSWDETECT,9,0.0,"(35, 35)",1.2974325510003837
ASSWDETECT,10,0.0,"(35, 35)",1.2984669209999993
ASSWDETECT_DOUBLE,1,0.0,"(35, 35)",2.407119641000463
ASSWDETECT_DOUBLE,2,0.0,"(35, 35)",2.4103584799995588
ASSWDETECT_DOUBLE,3,0.0,"(35, 35)",2.41322041300009
ASSWDETECT_DOUBLE,4,0.0,"(35, 35)",2.407484305000253
ASSWDETECT_DOUBLE,5,0.0,"(35, 35)",2.410374410001168
ASSWDETECT_DOUBLE,6,0.0,"(35, 35)",2.393638366000232
ASSWDETECT_DOUBLE,7,0.0,"(35, 35)",2.4092306250004185
ASSWDETECT_DOUBLE,8,0.0,"(35, 35)",2.4153687879988865
ASSWDETECT_DOUBLE,9,0.0,"(35, 35)",2.408509505999973
ASSWDETECT_DOUBLE,10,0.0,"(35, 35)",2.4129113700000744
ASSWDETECT,1,0.0,"(70, 70)",0.9134066730002814
ASSWDETECT,2,0.0,"(70, 70)",0.9143348000015976
ASSWDETECT,3,0.0,"(70, 70)",0.9172838859994954
ASSWDETECT,4,0.0,"(70, 70)",0.9156920429995807
ASSWDETECT,5,0.0,"(70, 70)",0.9151909640004305
ASSWDETECT,6,0.0,"(70, 70)",0.9151478519997909
ASSWDETECT,7,0.0,"(70, 70)",0.9151915029997326
ASSWDETECT,8,0.0,"(70, 70)",0.9151957439989928
ASSWDETECT,9,0.0,"(70, 70)",0.9135729390000051
ASSWDETECT,10,0.0,"(70, 70)",0.9138522699995519
ASSWDETECT_DOUBLE,1,0.0,"(70, 70)",1.6432321910015162
ASSWDETECT_DOUBLE,2,0.0,"(70, 70)",1.645346184999653
ASSWDETECT_DOUBLE,3,0.0,"(70, 70)",1.6444095580009161
ASSWDETECT_DOUBLE,4,0.0,"(70, 70)",1.6437320910008566
ASSWDETECT_DOUBLE,5,0.0,"(70, 70)",1.6451550370002224
ASSWDETECT_DOUBLE,6,0.0,"(70, 70)",1.6533604329997615
ASSWDETECT_DOUBLE,7,0.0,"(70, 70)",1.654514277999624
ASSWDETECT_DOUBLE,8,0.0,"(70, 70)",1.6513187419986934
ASSWDETECT_DOUBLE,9,0.0,"(70, 70)",1.6438475359991571
ASSWDETECT_DOUBLE,10,0.0,"(70, 70)",1.6481773169998633
ASSWDETECT,1,0.0,"(116, 116)",0.7576459620013338
ASSWDETECT,2,0.0,"(116, 116)",0.7592566559997067
ASSWDETECT,3,0.0,"(116, 116)",0.758316768999066
ASSWDETECT,4,0.0,"(116, 116)",0.7573445600010018
ASSWDETECT,5,0.0,"(116, 116)",0.7566666830007307
ASSWDETECT,6,0.0,"(116, 116)",0.7577955380002095
ASSWDETECT,7,0.0,"(116, 116)",0.7551947250012745
ASSWDETECT,8,0.0,"(116, 116)",0.7574810459991568
ASSWDETECT,9,0.0,"(116, 116)",0.7578789420003886
ASSWDETECT,10,0.0,"(116, 116)",0.7592078039997432
ASSWDETECT_DOUBLE,1,0.0,"(116, 116)",1.3329264290005085
ASSWDETECT_DOUBLE,2,0.0,"(116, 116)",1.3337247099989327
ASSWDETECT_DOUBLE,3,0.0,"(116, 116)",1.3314335289996961
ASSWDETECT_DOUBLE,4,0.0,"(116, 116)",1.3285000329997274
ASSWDETECT_DOUBLE,5,0.0,"(116, 116)",1.3307164210000337
ASSWDETECT_DOUBLE,6,0.0,"(116, 116)",1.3336253859997669
ASSWDETECT_DOUBLE,7,0.0,"(116, 116)",1.3341764380002132
ASSWDETECT_DOUBLE,8,0.0,"(116, 116)",1.3332410599996365
ASSWDETECT_DOUBLE,9,0.0,"(116, 116)",1.3360950040005264
ASSWDETECT_DOUBLE,10,0.0,"(116, 116)",1.3344476090005628
